Open,High,Low,Close,Adj Close,Volume
0.012862930872177838,0.011630553037244085,0.013221849694328238,0.012874050644876428,0.012874050644876428,0.033138667448024545
0.010046884467591236,0.008415698895244628,0.010070746151910327,0.0100068610901759,0.0100068610901759,0.0780684294369845
0.010511249757682924,0.008367862434561876,0.010170006772677011,0.01010343088021446,0.01010343088021446,0.04082931708647813
0.010395159621375195,0.009479620667272683,0.010548541977747083,0.011328898276485776,0.011328898276485776,0.060607438392288805
0.010013715518298973,0.007978582705977177,0.009216094975365244,0.008934575332049818,0.008934575332049818,0.10721947736588092
0.008635544607611748,0.0065187837237845325,0.007940849661335226,0.007860629423379721,0.007860629423379721,0.08725780431700228
0.007652084430745498,0.0063554842566109215,0.007831495474389324,0.007767387079983909,0.007767387079983909,0.0677743761766677
0.008239175544947679,0.006753013196784778,0.008201616967641896,0.008663177636801328,0.008663177636801328,0.06860120100094638
0.009279023647339894,0.007195075137622853,0.008689511172994154,0.008430070587386013,0.008430070587386013,0.07031210532165338
0.007219229761102973,0.006149298799553782,0.006855711877021109,0.007809014699866106,0.007809014699866106,0.1437176469003331
0.00923424402371558,0.008706009321288191,0.00949705422736662,0.009895302308209723,0.009895302308209723,0.18356521475553939
0.010925862810051416,0.009225598749532785,0.010905207789428845,0.010656225283600697,0.010656225283600697,0.07995614965697714
0.011199506048604993,0.009349308607998492,0.011431793998468071,0.011194030695059323,0.011194030695059323,0.042312886679532126
0.010987225722106662,0.008993018646927503,0.01084295931798741,0.010621257320707143,0.010621257320707143,0.024771065509448707
0.010803136985940924,0.009009514710491509,0.0110280200646137,0.010682863911555297,0.010682863911555297,0.006692060797725982
0.010690361134888991,0.008722503025237895,0.010565366994713912,0.010256614900211264,0.010256614900211264,0.016912019776437345
0.012595920948996642,0.01097075768696977,0.012802937817873183,0.012476105175734171,0.012476105175734171,0.0480972925275917
0.013307393843722017,0.013819428005142707,0.013618892177394998,0.014632328709864875,0.014632328709864875,0.17037643262977445
0.01761107035236159,0.015592628598908503,0.017580905702913267,0.017276400700633077,0.017276400700633077,0.03120716424344687
0.017365618704140606,0.015972012105123383,0.017496783024747258,0.017945743865023824,0.017945743865023824,0.035233514864323266
0.01817328416148698,0.016334897188159954,0.01807720880674672,0.017820868150931923,0.017820868150931923,0.031986838161249365
0.017893009979991423,0.016245826467602933,0.018364897102867577,0.01781920561853633,0.01781920561853633,-0.0022346161747816735
0.019848319659391878,0.01789531484328872,0.02001531309990791,0.019684042959046327,0.019684042959046327,0.020673988528858038
0.02058632581560675,0.019206661051476788,0.020895195785232894,0.020832914772541886,0.020832914772541886,0.021793822557667243
0.020312684949483566,0.01912583482328032,0.02068490112315857,0.020744671935590694,0.020744671935590694,0.025796597725305556
0.021359163994817763,0.01940625138656836,0.021332617346352795,0.020892856449142877,0.020892856449142877,0.009197794684745672
0.01940385431541731,0.01745655400285489,0.019054672258476662,0.018530174020957718,0.018530174020957718,0.0785753016816034
0.021589693055881307,0.01988790057650003,0.021399912600883832,0.02181029327302498,0.02181029327302498,0.05808149697392218
0.014627520872470573,0.012524577860518651,0.01313436490077063,0.012714206967890974,0.012714206967890974,0.046684449294251966
0.01419798048808385,0.012046225051762623,0.012527025348961409,0.013515087885213849,0.013515087885213849,0.05738938902528972
0.017078706462411893,0.015325411718008837,0.016610168888634664,0.017319693234762443,0.017319693234762443,0.0517683273889512
0.01739879002586326,0.015793865944780737,0.017543891146919875,0.017451228605842993,0.017451228605842993,0.019432909311967235
0.018040608364317923,0.016376138526877124,0.018274045380582093,0.018235462762545812,0.018235462762545812,0.022496034271973164
0.019077142181454343,0.017289951075662738,0.017759234998751944,0.01744290641645875,0.01744290641645875,0.0563470171999771
0.017445227978330667,0.015427682120954224,0.016164338429033562,0.016019299933665673,0.016019299933665673,0.0508219413375365
0.013037069635285017,0.011447461125330828,0.013006503435828033,0.012824100835609975,0.012824100835609975,0.07751945816872616
0.01176835554553314,0.011142306365732539,0.011790139664511572,0.01258433412920601,0.01258433412920601,0.06090044759681933
0.01148310163264752,0.010025600021836813,0.011499089252999115,0.011330563190732938,0.011330563190732938,0.021389671930728583
0.011045271976475715,0.010033849233425964,0.011132329875138142,0.01167522664026286,0.01167522664026286,0.03995870927761443
0.011862887406880657,0.009809515982795544,0.011221496929725617,0.01076944659796246,0.01076944659796246,0.11413045308653202
0.014043746415954579,0.012828083249721976,0.014157254213643316,0.014645648023842175,0.014645648023842175,0.1881220130742728
0.012526264020295531,0.010561685513645419,0.012047544855426643,0.011533697019996188,0.011533697019996188,0.0229170245083676
